21:00:00,0.0,0.0,0.0,0.0,0,0,0,0
21:01:00,0.0,0.0,0.0,0.0,0,0,0,0
21:02:00,0.0,0.0,0.0,0.0,0,0,0,0
21:03:00,0.0,0.0,0.0,0.0,0,0,0,0
21:04:00,0.0,0.0,0.0,0.0,0,0,0,0
21:05:00,27.659999999999997,15.4,27.659999999999997,21.241,1,2,1,0
21:06:00,863.8399999999999,335.88999999999993,863.8399999999999,534.2880000000001,8,8,0,41
21:07:00,0.0,0.0,0.0,0.0,0,0,0,0
21:08:00,0.0,0.0,0.0,0.0,0,0,0,0
21:09:00,239.53,86.49000000000001,239.53,144.301,8,0,1,11
21:10:00,477.58,178.47999999999993,477.58,299.516,5,9,0,20
21:11:00,0.0,0.0,0.0,0.0,0,0,0,0
21:12:00,0.0,0.0,0.0,0.0,0,0,0,0
21:13:00,721.5999999999997,284.63,721.5999999999997,456.8770000000001,5,13,3,28
21:14:00,0.0,0.0,0.0,0.0,0,0,0,0
21:15:00,0.0,0.0,0.0,0.0,0,0,0,0
21:16:00,0.0,0.0,0.0,0.0,0,0,0,0
21:17:00,0.0,0.0,0.0,0.0,0,0,0,0
21:18:00,0.0,0.0,0.0,0.0,0,0,0,0
21:19:00,0.0,0.0,0.0,0.0,0,0,0,0
21:20:00,0.0,0.0,0.0,0.0,0,0,0,0
21:21:00,0.0,0.0,0.0,0.0,0,0,0,0
21:22:00,0.0,0.0,0.0,0.0,0,0,0,0
21:23:00,0.0,0.0,0.0,0.0,0,0,0,0
21:24:00,0.0,0.0,0.0,0.0,0,0,0,0
21:25:00,0.0,0.0,0.0,0.0,0,0,0,0
21:26:00,0.0,0.0,0.0,0.0,0,0,0,0
21:27:00,0.0,0.0,0.0,0.0,0,0,0,0
21:28:00,0.0,0.0,0.0,0.0,0,0,0,0
21:29:00,0.0,0.0,0.0,0.0,0,0,0,0
21:30:00,0.0,0.0,0.0,0.0,0,0,0,0
21:31:00,0.0,0.0,0.0,0.0,0,0,0,0
21:32:00,0.0,0.0,0.0,0.0,0,0,0,0
21:33:00,0.0,0.0,0.0,0.0,0,0,0,0
21:34:00,0.0,0.0,0.0,0.0,0,0,0,0
21:35:00,0.0,0.0,0.0,0.0,0,0,0,0
21:36:00,0.0,0.0,0.0,0.0,0,0,0,0
21:37:00,0.0,0.0,0.0,0.0,0,0,0,0
21:38:00,0.0,0.0,0.0,0.0,0,0,0,0
21:39:00,0.0,0.0,0.0,0.0,0,0,0,0
21:40:00,0.0,0.0,0.0,0.0,0,0,0,0
21:41:00,0.0,0.0,0.0,0.0,0,0,0,0
21:42:00,0.0,0.0,0.0,0.0,0,0,0,0
21:43:00,0.0,0.0,0.0,0.0,0,0,0,0
21:44:00,0.0,0.0,0.0,0.0,0,0,0,0
21:45:00,0.0,0.0,0.0,0.0,0,0,0,0
21:46:00,0.0,0.0,0.0,0.0,0,0,0,0
21:47:00,0.0,0.0,0.0,0.0,0,0,0,0
21:48:00,0.0,0.0,0.0,0.0,0,0,0,0
21:49:00,0.0,0.0,0.0,0.0,0,0,0,0
21:50:00,0.0,0.0,0.0,0.0,0,0,0,0
21:51:00,0.0,0.0,0.0,0.0,0,0,0,0
21:52:00,0.0,0.0,0.0,0.0,0,0,0,0
21:53:00,0.0,0.0,0.0,0.0,0,0,0,0
21:54:00,0.0,0.0,0.0,0.0,0,0,0,0
21:55:00,0.0,0.0,0.0,0.0,0,0,0,0
21:56:00,0.0,0.0,0.0,0.0,0,0,0,0
21:57:00,0.0,0.0,0.0,0.0,0,0,0,0
21:58:00,0.0,0.0,0.0,0.0,0,0,0,0
21:59:00,0.0,0.0,0.0,0.0,0,0,0,0
